,series_id,state,area,year,period,month,value,per_capita
5760,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M12,December,15800.0,0.005241509169821248
5761,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M11,November,15800.0,0.005241509169821248
5762,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M10,October,15800.0,0.005241509169821248
5763,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M09,September,15800.0,0.005241509169821248
5764,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M08,August,15600.0,0.005175160952481738
5765,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M07,July,15400.0,0.005108812735142229
5766,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M06,June,15600.0,0.005175160952481738
5767,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M05,May,15400.0,0.005108812735142229
5768,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M04,April,15700.0,0.005208335061151493
5769,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M03,March,16200.0,0.005374205604500267
5770,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M02,February,16300.0,0.005407379713170022
5771,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2020,M01,January,16200.0,0.005374205604500267
6900,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M12,December,18600.0,0.00617038421257438
6901,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M11,November,18600.0,0.00617038421257438
6902,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M10,October,18600.0,0.00617038421257438
6903,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M09,September,18900.0,0.006269906538583645
6904,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M08,August,18900.0,0.006269906538583645
6905,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M07,July,18800.0,0.00623673242991389
6906,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M06,June,19100.0,0.006336254755923154
6907,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M05,May,19000.0,0.006303080647253399
6908,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M04,April,19400.0,0.0064357770819324185
6909,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M03,March,20200.0,0.006701169951290456
6910,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M02,February,20600.0,0.006833866385969475
6911,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2020,M01,January,20800.0,0.006900214603308984
56604,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M12,December,28100.0,0.00932192453620108
56605,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M11,November,28100.0,0.00932192453620108
56606,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M10,October,27900.0,0.00925557631886157
56607,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M09,September,27700.0,0.00918922810152206
56608,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M08,August,27400.0,0.009089705775512796
56609,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M07,July,26900.0,0.008923835232164024
56610,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M06,June,26800.0,0.008890661123494268
56611,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M05,May,26800.0,0.008890661123494268
56612,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M04,April,26700.0,0.008857487014824514
56613,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M03,March,28300.0,0.009388272753540589
56614,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M02,February,28200.0,0.009355098644870835
56615,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,M01,January,27900.0,0.00925557631886157
5748,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M12,December,16600.0,0.00548374746087627
5749,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M11,November,16500.0,0.005450712837617979
5750,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M10,October,16400.0,0.005417678214359688
5751,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M09,September,16300.0,0.005384643591101398
5752,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M08,August,16100.000000000002,0.005318574344584816
5753,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M07,July,16000.0,0.005285539721326525
5754,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M06,June,15900.0,0.005252505098068234
5755,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M05,May,15700.0,0.005186435851551653
5756,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M04,April,15700.0,0.005186435851551653
5757,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M03,March,16100.000000000002,0.005318574344584816
5758,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M02,February,16000.0,0.005285539721326525
5759,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2021,M01,January,15900.0,0.005252505098068234
6888,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M12,December,19500.0,0.006441751535366702
6889,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M11,November,19400.0,0.0064087169121084114
6890,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M10,October,19400.0,0.0064087169121084114
6891,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M09,September,19000.0,0.006276578419075249
6892,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M08,August,19200.0,0.00634264766559183
6893,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M07,July,19200.0,0.00634264766559183
6894,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M06,June,18900.0,0.006243543795816958
6895,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M05,May,18600.0,0.006144439926042086
6896,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M04,April,18700.0,0.0061774745493003765
6897,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M03,March,18700.0,0.0061774745493003765
6898,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M02,February,18500.0,0.006111405302783795
6899,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2021,M01,January,18400.0,0.006078370679525504
56592,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M12,December,28500.0,0.009414867628612872
56593,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M11,November,28300.0,0.00934879838209629
56594,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M10,October,28200.0,0.009315763758838
56595,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M09,September,28200.0,0.009315763758838
56596,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M08,August,27900.0,0.009216659889063129
56597,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M07,July,28000.0,0.009249694512321419
56598,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M06,June,27900.0,0.009216659889063129
56599,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M05,May,27700.0,0.009150590642546547
56600,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M04,April,27800.0,0.009183625265804837
56601,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M03,March,28000.0,0.009249694512321419
56602,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M02,February,28100.0,0.009282729135579709
56603,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,M01,January,27900.0,0.009216659889063129
5736,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M12,December,17500.0,0.005742545601554622
5737,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M11,November,17600.0,0.00577536014784922
5738,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M10,October,17600.0,0.00577536014784922
5739,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M09,September,17700.0,0.005808174694143817
5740,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M08,August,17700.0,0.005808174694143817
5741,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M07,July,17600.0,0.00577536014784922
5742,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M06,June,17400.0,0.005709731055260024
5743,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M05,May,17200.0,0.005644101962670829
5744,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M04,April,17100.0,0.005611287416376231
5745,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M03,March,16900.0,0.005545658323787035
5746,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M02,February,16900.0,0.005545658323787035
5747,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2022,M01,January,16600.0,0.0054472146849032415
6876,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M12,December,20100.0,0.006595723805214166
6877,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M11,November,20000.0,0.006562909258919568
6878,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M10,October,20000.0,0.006562909258919568
6879,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M09,September,20000.0,0.006562909258919568
6880,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M08,August,20100.0,0.006595723805214166
6881,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M07,July,20000.0,0.006562909258919568
6882,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M06,June,19600.0,0.006431651073741176
6883,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M05,May,19800.0,0.0064972801663303725
6884,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M04,April,19800.0,0.0064972801663303725
6885,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M03,March,19600.0,0.006431651073741176
6886,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M02,February,19600.0,0.006431651073741176
6887,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2022,M01,January,19300.0,0.006333207434857383
56580,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M12,December,27700.0,0.009089629323603602
56581,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M11,November,27700.0,0.009089629323603602
56582,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M10,October,27900.0,0.009155258416192797
56583,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M09,September,28100.0,0.009220887508781993
56584,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M08,August,28200.0,0.00925370205507659
56585,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M07,July,28300.0,0.009286516601371189
56586,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M06,June,28500.0,0.009352145693960385
56587,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M05,May,28600.0,0.009384960240254982
56588,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M04,April,28500.0,0.009352145693960385
56589,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M03,March,28500.0,0.009352145693960385
56590,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M02,February,28700.0,0.00941777478654958
56591,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,M01,January,28200.0,0.00925370205507659
5724,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M12,December,18000.0,0.005863467211491354
5725,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M11,November,18000.0,0.005863467211491354
5726,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M10,October,17900.0,0.005830892393649735
5727,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M09,September,18000.0,0.005863467211491354
5728,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M08,August,17900.0,0.005830892393649735
5729,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M07,July,17900.0,0.005830892393649735
5730,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M06,June,17900.0,0.005830892393649735
5731,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M05,May,17700.0,0.005765742757966498
5732,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M04,April,17600.0,0.005733167940124879
5733,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M03,March,17600.0,0.005733167940124879
5734,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M02,February,17700.0,0.005765742757966498
5735,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2023,M01,January,17600.0,0.005733167940124879
6864,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M12,December,20400.0,0.0066452628396902
6865,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M11,November,20300.0,0.006612688021848582
6866,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M10,October,20100.0,0.006547538386165345
6867,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M09,September,20000.0,0.006514963568323726
6868,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M08,August,20100.0,0.006547538386165345
6869,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M07,July,20100.0,0.006547538386165345
6870,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M06,June,20100.0,0.006547538386165345
6871,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M05,May,19700.0,0.00641723911479887
6872,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M04,April,19700.0,0.00641723911479887
6873,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M03,March,19900.0,0.006482388750482107
6874,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M02,February,20000.0,0.006514963568323726
6875,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2023,M01,January,20000.0,0.006514963568323726
56568,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M12,December,27700.0,0.009023224542128361
56569,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M11,November,27500.0,0.008958074906445124
56570,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M10,October,27300.0,0.008892925270761886
56571,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M09,September,27500.0,0.008958074906445124
56572,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M08,August,27200.0,0.008860350452920267
56573,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M07,July,27200.0,0.008860350452920267
56574,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M06,June,27500.0,0.008958074906445124
56575,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M05,May,27200.0,0.008860350452920267
56576,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M04,April,27000.0,0.00879520081723703
56577,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M03,March,27000.0,0.00879520081723703
56578,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M02,February,27200.0,0.008860350452920267
56579,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,M01,January,27300.0,0.008892925270761886
5712,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M12,December,18100.0,0.0058461021679026386
5713,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M11,November,18200.0,0.005878401074907625
5714,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M10,October,18100.0,0.0058461021679026386
5715,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M09,September,18200.0,0.005878401074907625
5716,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M08,August,18100.0,0.0058461021679026386
5717,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M07,July,18100.0,0.0058461021679026386
5718,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M06,June,18000.0,0.005813803260897651
5719,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M05,May,17900.0,0.005781504353892664
5720,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M04,April,17800.0,0.005749205446887677
5721,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M03,March,17900.0,0.005781504353892664
5722,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M02,February,17800.0,0.005749205446887677
5723,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2024,M01,January,17800.0,0.005749205446887677
6852,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M12,December,21500.0,0.006944265006072195
6853,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M11,November,21400.0,0.006911966099067208
6854,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M10,October,21300.0,0.00687966719206222
6855,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M09,September,21200.0,0.006847368285057233
6856,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M08,August,21300.0,0.00687966719206222
6857,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M07,July,21200.0,0.006847368285057233
6858,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M06,June,20900.0,0.006750471564042273
6859,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M05,May,20700.0,0.006685873750032299
6860,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M04,April,20700.0,0.006685873750032299
6861,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M03,March,20800.0,0.006718172657037286
6862,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M02,February,20600.0,0.006653574843027312
6863,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2024,M01,January,20500.0,0.006621275936022325
56556,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M12,December,28400.0,0.009172889589416294
56557,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M11,November,28300.0,0.009140590682411307
56558,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M10,October,27800.0,0.008979096147386373
56559,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M09,September,28100.0,0.009075992868401333
56560,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M08,August,27900.0,0.00901139505439136
56561,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M07,July,27800.0,0.008979096147386373
56562,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M06,June,27900.0,0.00901139505439136
56563,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M05,May,27600.0,0.0089144983333764
56564,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M04,April,27800.0,0.008979096147386373
56565,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M03,March,27800.0,0.008979096147386373
56566,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M02,February,27700.0,0.008946797240381386
56567,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2024,M01,January,27500.0,0.00888219942637141
5700,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M12,December,18100.0,0.005810983786713138
5701,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M11,November,18000.0,0.005778878903913617
5702,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M10,October,18200.0,0.005843088669512658
5703,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M09,September,18100.0,0.005810983786713138
5704,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M08,August,18100.0,0.005810983786713138
5705,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M07,July,18100.0,0.005810983786713138
5706,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M06,June,18000.0,0.005778878903913617
5707,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M05,May,17800.0,0.005714669138314577
5708,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M04,April,17900.0,0.005746774021114097
5709,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M03,March,18000.0,0.005778878903913617
5710,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M02,February,17900.0,0.005746774021114097
5711,SMU05229003000000001,Arkansas,"Fort Smith, AR-OK",2025,M01,January,17800.0,0.005714669138314577
6840,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M12,December,21700.0,0.0069667595674958605
6841,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M11,November,21700.0,0.0069667595674958605
6842,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M10,October,21900.0,0.007030969333094901
6843,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M09,September,21700.0,0.0069667595674958605
6844,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M08,August,21700.0,0.0069667595674958605
6845,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M07,July,21600.0,0.006934654684696341
6846,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M06,June,21700.0,0.0069667595674958605
6847,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M05,May,21400.0,0.006870444919097301
6848,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M04,April,21500.0,0.006902549801896821
6849,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M03,March,21700.0,0.0069667595674958605
6850,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M02,February,21500.0,0.006902549801896821
6851,SMU05307803000000001,Arkansas,"Little Rock-North Little Rock-Conway, AR",2025,M01,January,21400.0,0.006870444919097301
56544,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M12,December,28800.0,0.009246206246261787
56545,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M11,November,28700.0,0.009214101363462268
56546,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M10,October,28800.0,0.009246206246261787
56547,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M09,September,28600.0,0.009181996480662747
56548,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M08,August,28600.0,0.009181996480662747
56549,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M07,July,28600.0,0.009181996480662747
56550,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M06,June,28700.0,0.009214101363462268
56551,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M05,May,28500.0,0.009149891597863228
56552,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M04,April,28300.0,0.009085681832264188
56553,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M03,March,28500.0,0.009149891597863228
56554,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M02,February,28400.0,0.009117786715063707
56555,SMU05222203000000001,Arkansas,"Fayetteville-Springdale-Rogers, AR",2025,M01,January,28200.0,0.009053576949464667
22176,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M12,December,31100.0,0.0060600250351130714
22177,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M11,November,30800.0,0.006001568201976932
22178,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M10,October,30700.0,0.0059820825909315525
22179,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M09,September,30800.0,0.006001568201976932
22180,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M08,August,31000.0,0.006040539424067692
22181,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M07,July,31000.0,0.006040539424067692
22182,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M06,June,30900.0,0.006021053813022312
22183,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M05,May,30000.0,0.005845683313613895
22184,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M04,April,29500.0,0.0057482552583869966
22185,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M03,March,31600.0,0.006157453090339969
22186,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M02,February,31800.0,0.006196424312430729
22187,SMU45179003000000001,South Carolina,"Columbia, SC",2020,M01,January,31700.0,0.006176938701385349
33576,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M12,December,6700.0,0.0013055359400404366
33577,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M11,November,6600.0,0.0012860503289950568
33578,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M10,October,6600.0,0.0012860503289950568
33579,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M09,September,6600.0,0.0012860503289950568
33580,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M08,August,6400.0,0.0012470791069042976
33581,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M07,July,6100.0,0.0011886222737681586
33582,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M06,June,6600.0,0.0012860503289950568
33583,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M05,May,5900.0,0.0011496510516773994
33584,SMU45449403000000001,South Carolina,"Sumter, SC",2020,M04,April,5700.0,0.00111067982958664
