,state,area,old_year,new_year,old_number,new_number,perc_change
0,Mississippi,"Gulfport-Biloxi, MS",2007,2008,21.7,21.5,-0.009216589861751119
1,Mississippi,"Gulfport-Biloxi, MS",2008,2009,21.5,22.4,0.04186046511627901
2,Mississippi,"Gulfport-Biloxi, MS",2009,2010,22.4,20.5,-0.08482142857142852
3,Mississippi,"Gulfport-Biloxi, MS",2010,2011,20.5,19.1,-0.0682926829268292
4,Mississippi,"Gulfport-Biloxi, MS",2011,2012,19.1,19.0,-0.005235602094240912
5,Mississippi,"Gulfport-Biloxi, MS",2012,2013,19.0,19.8,0.04210526315789478
6,Mississippi,"Gulfport-Biloxi, MS",2013,2014,19.8,20.0,0.010101010101010065
7,Mississippi,"Gulfport-Biloxi, MS",2014,2015,20.0,19.3,-0.03499999999999996
8,Mississippi,"Gulfport-Biloxi, MS",2015,2016,19.3,18.8,-0.025906735751295335
9,Mississippi,"Gulfport-Biloxi, MS",2016,2017,18.8,18.6,-0.010638297872340387
10,Mississippi,"Gulfport-Biloxi, MS",2017,2018,18.6,17.9,-0.037634408602150685
11,Mississippi,"Gulfport-Biloxi, MS",2018,2019,17.9,18.3,0.02234636871508392
12,Mississippi,"Gulfport-Biloxi, MS",2019,2020,18.3,19.0,0.03825136612021854
13,Mississippi,"Gulfport-Biloxi, MS",2020,2021,19.0,19.0,0.0
14,Mississippi,"Gulfport-Biloxi, MS",2021,2022,19.0,18.5,-0.02631578947368421
15,Mississippi,"Gulfport-Biloxi, MS",2022,2023,18.5,19.1,0.03243243243243251
16,Mississippi,"Gulfport-Biloxi, MS",2023,2024,19.1,19.0,-0.005235602094240912
17,Pennsylvania,"Erie, PA",2007,2008,24.0,23.6,-0.016666666666666607
18,Pennsylvania,"Erie, PA",2008,2009,23.6,19.3,-0.1822033898305085
19,Pennsylvania,"Erie, PA",2009,2010,19.3,20.6,0.0673575129533679
20,Pennsylvania,"Erie, PA",2010,2011,20.6,22.1,0.07281553398058252
21,Pennsylvania,"Erie, PA",2011,2012,22.1,22.4,0.013574660633484033
22,Pennsylvania,"Erie, PA",2012,2013,22.4,21.9,-0.022321428571428572
23,Pennsylvania,"Erie, PA",2013,2014,21.9,22.4,0.022831050228310504
24,Pennsylvania,"Erie, PA",2014,2015,22.4,21.5,-0.04017857142857137
25,Pennsylvania,"Erie, PA",2015,2016,21.5,19.5,-0.09302325581395349
26,Pennsylvania,"Erie, PA",2016,2017,19.5,19.3,-0.01025641025641022
27,Pennsylvania,"Erie, PA",2017,2018,19.3,20.1,0.041450777202072575
28,Pennsylvania,"Erie, PA",2018,2019,20.1,19.6,-0.02487562189054726
29,Pennsylvania,"Erie, PA",2019,2020,19.6,18.0,-0.08163265306122455
30,Pennsylvania,"Erie, PA",2020,2021,18.0,18.3,0.016666666666666705
31,Pennsylvania,"Erie, PA",2021,2022,18.3,19.1,0.043715846994535554
32,Pennsylvania,"Erie, PA",2022,2023,19.1,19.2,0.005235602094240726
33,Pennsylvania,"Erie, PA",2023,2024,19.2,19.1,-0.005208333333333223
34,Oregon,"Medford, OR",2007,2008,7.6,6.5,-0.1447368421052631
35,Oregon,"Medford, OR",2008,2009,6.5,6.2,-0.04615384615384613
36,Oregon,"Medford, OR",2009,2010,6.2,6.1,-0.016129032258064602
37,Oregon,"Medford, OR",2010,2011,6.1,6.4,0.049180327868852576
38,Oregon,"Medford, OR",2011,2012,6.4,6.9,0.078125
39,Oregon,"Medford, OR",2012,2013,6.9,7.2,0.04347826086956519
40,Oregon,"Medford, OR",2013,2014,7.2,7.5,0.041666666666666644
41,Oregon,"Medford, OR",2014,2015,7.5,7.6,0.013333333333333286
42,Oregon,"Medford, OR",2015,2016,7.6,7.7,0.013157894736842176
43,Oregon,"Medford, OR",2016,2017,7.7,7.7,0.0
44,Oregon,"Medford, OR",2017,2018,7.7,7.9,0.025974025974025997
45,Oregon,"Medford, OR",2018,2019,7.9,8.0,0.01265822784810122
46,Oregon,"Medford, OR",2019,2020,8.0,7.7,-0.03749999999999998
47,Oregon,"Medford, OR",2020,2021,7.7,7.6,-0.012987012987013056
48,Oregon,"Medford, OR",2021,2022,7.6,7.2,-0.052631578947368356
49,Oregon,"Medford, OR",2022,2023,7.2,7.0,-0.0277777777777778
50,Oregon,"Medford, OR",2023,2024,7.0,6.8,-0.0285714285714286
51,Michigan,"Detroit-Warren-Dearborn, MI",2007,2008,244.3,214.2,-0.12320916905444135
52,Michigan,"Detroit-Warren-Dearborn, MI",2008,2009,214.2,174.3,-0.18627450980392146
53,Michigan,"Detroit-Warren-Dearborn, MI",2009,2010,174.3,185.5,0.06425702811244972
54,Michigan,"Detroit-Warren-Dearborn, MI",2010,2011,185.5,206.9,0.11536388140161728
55,Michigan,"Detroit-Warren-Dearborn, MI",2011,2012,206.9,216.7,0.04736587723537933
56,Michigan,"Detroit-Warren-Dearborn, MI",2012,2013,216.7,222.9,0.02861098292570382
57,Michigan,"Detroit-Warren-Dearborn, MI",2013,2014,222.9,240.4,0.07851054284432481
58,Michigan,"Detroit-Warren-Dearborn, MI",2014,2015,240.4,244.3,0.016222961730449275
59,Michigan,"Detroit-Warren-Dearborn, MI",2015,2016,244.3,251.8,0.030699959066721242
60,Michigan,"Detroit-Warren-Dearborn, MI",2016,2017,251.8,257.4,0.02223987291501178
61,Michigan,"Detroit-Warren-Dearborn, MI",2017,2018,257.4,264.7,0.02836052836052841
62,Michigan,"Detroit-Warren-Dearborn, MI",2018,2019,264.7,259.1,-0.021156025689459637
63,Michigan,"Detroit-Warren-Dearborn, MI",2019,2020,259.1,244.5,-0.05634890003859522
64,Michigan,"Detroit-Warren-Dearborn, MI",2020,2021,244.5,253.2,0.035582822085889525
65,Michigan,"Detroit-Warren-Dearborn, MI",2021,2022,253.2,259.0,0.02290679304897319
66,Michigan,"Detroit-Warren-Dearborn, MI",2022,2023,259.0,255.4,-0.013899613899613878
67,Michigan,"Detroit-Warren-Dearborn, MI",2023,2024,255.4,250.6,-0.018794048551292134
68,Tennessee,"Clarksville, TN-KY",2007,2008,13.6,11.8,-0.1323529411764705
69,Tennessee,"Clarksville, TN-KY",2008,2009,11.8,9.8,-0.1694915254237288
70,Tennessee,"Clarksville, TN-KY",2009,2010,9.8,9.9,0.010204081632653024
71,Tennessee,"Clarksville, TN-KY",2010,2011,9.9,10.6,0.07070707070707064
72,Tennessee,"Clarksville, TN-KY",2011,2012,10.6,10.4,-0.01886792452830182
73,Tennessee,"Clarksville, TN-KY",2012,2013,10.4,10.2,-0.019230769230769332
74,Tennessee,"Clarksville, TN-KY",2013,2014,10.2,10.8,0.05882352941176485
75,Tennessee,"Clarksville, TN-KY",2014,2015,10.8,11.3,0.046296296296296294
76,Tennessee,"Clarksville, TN-KY",2015,2016,11.3,11.9,0.05309734513274333
77,Tennessee,"Clarksville, TN-KY",2016,2017,11.9,12.7,0.06722689075630243
78,Tennessee,"Clarksville, TN-KY",2017,2018,12.7,13.4,0.05511811023622056
79,Tennessee,"Clarksville, TN-KY",2018,2019,13.4,13.3,-0.007462686567164152
80,Tennessee,"Clarksville, TN-KY",2019,2020,13.3,12.2,-0.08270676691729334
81,Tennessee,"Clarksville, TN-KY",2020,2021,12.2,12.4,0.016393442622950907
82,Tennessee,"Clarksville, TN-KY",2021,2022,12.4,12.8,0.03225806451612906
83,Tennessee,"Clarksville, TN-KY",2022,2023,12.8,13.7,0.07031249999999989
84,Tennessee,"Clarksville, TN-KY",2023,2024,13.7,14.1,0.02919708029197083
85,Texas,"Killeen-Temple, TX",2007,2008,8.4,8.3,-0.011904761904761862
86,Texas,"Killeen-Temple, TX",2008,2009,8.3,7.3,-0.12048192771084347
87,Texas,"Killeen-Temple, TX",2009,2010,7.3,7.3,0.0
88,Texas,"Killeen-Temple, TX",2010,2011,7.3,6.9,-0.05479452054794513
89,Texas,"Killeen-Temple, TX",2011,2012,6.9,7.2,0.04347826086956519
90,Texas,"Killeen-Temple, TX",2012,2013,7.2,7.4,0.0277777777777778
91,Texas,"Killeen-Temple, TX",2013,2014,7.4,7.5,0.013513513513513466
92,Texas,"Killeen-Temple, TX",2014,2015,7.5,7.3,-0.02666666666666669
93,Texas,"Killeen-Temple, TX",2015,2016,7.3,7.6,0.04109589041095888
94,Texas,"Killeen-Temple, TX",2016,2017,7.6,7.6,0.0
95,Texas,"Killeen-Temple, TX",2017,2018,7.6,7.6,0.0
96,Texas,"Killeen-Temple, TX",2018,2019,7.6,7.7,0.013157894736842176
97,Texas,"Killeen-Temple, TX",2019,2020,7.7,7.5,-0.025974025974025997
98,Texas,"Killeen-Temple, TX",2020,2021,7.5,7.9,0.05333333333333338
99,Texas,"Killeen-Temple, TX",2021,2022,7.9,8.1,0.02531645569620244
100,Texas,"Killeen-Temple, TX",2022,2023,8.1,8.3,0.024691358024691492
101,Texas,"Killeen-Temple, TX",2023,2024,8.3,8.1,-0.0240963855421688
102,Illinois,"Elgin, IL Metropolitan Division",2007,2008,45.8,42.6,-0.06986899563318769
103,Illinois,"Elgin, IL Metropolitan Division",2008,2009,42.6,36.3,-0.14788732394366208
104,Illinois,"Elgin, IL Metropolitan Division",2009,2010,36.3,38.3,0.05509641873278237
105,Illinois,"Elgin, IL Metropolitan Division",2010,2011,38.3,39.2,0.023498694516971428
106,Illinois,"Elgin, IL Metropolitan Division",2011,2012,39.2,39.1,-0.0025510204081633015
107,Illinois,"Elgin, IL Metropolitan Division",2012,2013,39.1,38.4,-0.01790281329923281
108,Illinois,"Elgin, IL Metropolitan Division",2013,2014,38.4,38.6,0.005208333333333408
109,Illinois,"Elgin, IL Metropolitan Division",2014,2015,38.6,39.0,0.010362694300518097
110,Illinois,"Elgin, IL Metropolitan Division",2015,2016,39.0,39.5,0.01282051282051282
111,Illinois,"Elgin, IL Metropolitan Division",2016,2017,39.5,40.3,0.020253164556961953
112,Illinois,"Elgin, IL Metropolitan Division",2017,2018,40.3,40.8,0.01240694789081886
113,Illinois,"Elgin, IL Metropolitan Division",2018,2019,40.8,39.1,-0.04166666666666657
114,Illinois,"Elgin, IL Metropolitan Division",2019,2020,39.1,37.5,-0.04092071611253201
115,Illinois,"Elgin, IL Metropolitan Division",2020,2021,37.5,37.6,0.0026666666666667047
116,Illinois,"Elgin, IL Metropolitan Division",2021,2022,37.6,38.5,0.02393617021276592
117,Illinois,"Elgin, IL Metropolitan Division",2022,2023,38.5,40.5,0.05194805194805195
118,Illinois,"Elgin, IL Metropolitan Division",2023,2024,40.5,40.3,-0.004938271604938342
119,Hawaii,"Kahului-Wailuku, HI",2007,2008,1.3,1.2,-0.07692307692307698
120,Hawaii,"Kahului-Wailuku, HI",2008,2009,1.2,1.0,-0.16666666666666663
121,Hawaii,"Kahului-Wailuku, HI",2009,2010,1.0,1.0,0.0
122,Hawaii,"Kahului-Wailuku, HI",2010,2011,1.0,1.0,0.0
123,Hawaii,"Kahului-Wailuku, HI",2011,2012,1.0,1.1,0.10000000000000009
124,Hawaii,"Kahului-Wailuku, HI",2012,2013,1.1,1.2,0.09090909090909079
125,Hawaii,"Kahului-Wailuku, HI",2013,2014,1.2,1.3,0.08333333333333341
126,Hawaii,"Kahului-Wailuku, HI",2014,2015,1.3,1.2,-0.07692307692307698
127,Hawaii,"Kahului-Wailuku, HI",2015,2016,1.2,1.2,0.0
128,Hawaii,"Kahului-Wailuku, HI",2016,2017,1.2,1.1,-0.08333333333333323
129,Hawaii,"Kahului-Wailuku, HI",2017,2018,1.1,1.2,0.09090909090909079
130,Hawaii,"Kahului-Wailuku, HI",2018,2019,1.2,1.2,0.0
131,Hawaii,"Kahului-Wailuku, HI",2019,2020,1.2,0.9,-0.24999999999999994
132,Hawaii,"Kahului-Wailuku, HI",2020,2021,0.9,1.2,0.33333333333333326
133,Hawaii,"Kahului-Wailuku, HI",2021,2022,1.2,1.2,0.0
134,Hawaii,"Kahului-Wailuku, HI",2022,2023,1.2,1.2,0.0
135,Hawaii,"Kahului-Wailuku, HI",2023,2024,1.2,1.0,-0.16666666666666663
136,Washington,"Longview-Kelso, WA",2007,2008,6.8,6.3,-0.07352941176470588
137,Washington,"Longview-Kelso, WA",2008,2009,6.3,6.0,-0.047619047619047596
138,Washington,"Longview-Kelso, WA",2009,2010,6.0,6.1,0.016666666666666607
139,Washington,"Longview-Kelso, WA",2010,2011,6.1,6.1,0.0
140,Washington,"Longview-Kelso, WA",2011,2012,6.1,6.2,0.016393442622950907
141,Washington,"Longview-Kelso, WA",2012,2013,6.2,6.5,0.04838709677419352
142,Washington,"Longview-Kelso, WA",2013,2014,6.5,6.5,0.0
143,Washington,"Longview-Kelso, WA",2014,2015,6.5,6.4,-0.01538461538461533
144,Washington,"Longview-Kelso, WA",2015,2016,6.4,6.4,0.0
145,Washington,"Longview-Kelso, WA",2016,2017,6.4,6.3,-0.015625000000000083
146,Washington,"Longview-Kelso, WA",2017,2018,6.3,6.6,0.047619047619047596
147,Washington,"Longview-Kelso, WA",2018,2019,6.6,6.6,0.0
148,Washington,"Longview-Kelso, WA",2019,2020,6.6,6.7,0.015151515151515233
149,Washington,"Longview-Kelso, WA",2020,2021,6.7,6.9,0.029850746268656744
150,Washington,"Longview-Kelso, WA",2021,2022,6.9,7.4,0.07246376811594203
151,Washington,"Longview-Kelso, WA",2022,2023,7.4,7.3,-0.013513513513513585
152,Washington,"Longview-Kelso, WA",2023,2024,7.3,7.3,0.0
153,New Jersey,"Atlantic City-Hammonton, NJ",2007,2008,4.1,3.3,-0.19512195121951217
154,New Jersey,"Atlantic City-Hammonton, NJ",2008,2009,3.3,2.7,-0.1818181818181817
155,New Jersey,"Atlantic City-Hammonton, NJ",2009,2010,2.7,2.5,-0.07407407407407414
156,New Jersey,"Atlantic City-Hammonton, NJ",2010,2011,2.5,2.5,0.0
157,New Jersey,"Atlantic City-Hammonton, NJ",2011,2012,2.5,2.5,0.0
158,New Jersey,"Atlantic City-Hammonton, NJ",2012,2013,2.5,2.5,0.0
159,New Jersey,"Atlantic City-Hammonton, NJ",2013,2014,2.5,2.5,0.0
160,New Jersey,"Atlantic City-Hammonton, NJ",2014,2015,2.5,2.7,0.08000000000000007
161,New Jersey,"Atlantic City-Hammonton, NJ",2015,2016,2.7,2.7,0.0
162,New Jersey,"Atlantic City-Hammonton, NJ",2016,2017,2.7,2.8,0.0370370370370369
163,New Jersey,"Atlantic City-Hammonton, NJ",2017,2018,2.8,2.9,0.03571428571428575
164,New Jersey,"Atlantic City-Hammonton, NJ",2018,2019,2.9,3.2,0.10344827586206906
165,New Jersey,"Atlantic City-Hammonton, NJ",2019,2020,3.2,3.2,0.0
166,New Jersey,"Atlantic City-Hammonton, NJ",2020,2021,3.2,3.5,0.09374999999999994
167,New Jersey,"Atlantic City-Hammonton, NJ",2021,2022,3.5,3.4,-0.0285714285714286
168,New Jersey,"Atlantic City-Hammonton, NJ",2022,2023,3.4,3.5,0.02941176470588238
169,New Jersey,"Atlantic City-Hammonton, NJ",2023,2024,3.5,3.6,0.0285714285714286
170,Louisiana,"New Orleans-Metairie, LA",2007,2008,35.9,35.4,-0.01392757660167131
171,Louisiana,"New Orleans-Metairie, LA",2008,2009,35.4,32.5,-0.08192090395480223
172,Louisiana,"New Orleans-Metairie, LA",2009,2010,32.5,31.1,-0.043076923076923034
173,Louisiana,"New Orleans-Metairie, LA",2010,2011,31.1,30.1,-0.03215434083601286
174,Louisiana,"New Orleans-Metairie, LA",2011,2012,30.1,29.0,-0.036544850498338916
175,Louisiana,"New Orleans-Metairie, LA",2012,2013,29.0,28.3,-0.024137931034482734
176,Louisiana,"New Orleans-Metairie, LA",2013,2014,28.3,27.6,-0.02473498233215545
177,Louisiana,"New Orleans-Metairie, LA",2014,2015,27.6,27.2,-0.014492753623188482
178,Louisiana,"New Orleans-Metairie, LA",2015,2016,27.2,26.7,-0.01838235294117647
179,Louisiana,"New Orleans-Metairie, LA",2016,2017,26.7,27.1,0.01498127340823978
180,Louisiana,"New Orleans-Metairie, LA",2017,2018,27.1,27.0,-0.003690036900369056
181,Louisiana,"New Orleans-Metairie, LA",2018,2019,27.0,27.0,0.0
182,Louisiana,"New Orleans-Metairie, LA",2019,2020,27.0,26.2,-0.029629629629629655
183,Louisiana,"New Orleans-Metairie, LA",2020,2021,26.2,26.1,-0.0038167938931296897
184,Louisiana,"New Orleans-Metairie, LA",2021,2022,26.1,26.7,0.022988505747126353
185,Louisiana,"New Orleans-Metairie, LA",2022,2023,26.7,26.9,0.007490636704119823
186,Louisiana,"New Orleans-Metairie, LA",2023,2024,26.9,26.5,-0.014869888475836378
187,Alaska,"Fairbanks-College, AK",2007,2008,0.6,0.6,0.0
188,Alaska,"Fairbanks-College, AK",2008,2009,0.6,0.6,0.0
189,Alaska,"Fairbanks-College, AK",2009,2010,0.6,0.6,0.0
190,Alaska,"Fairbanks-College, AK",2010,2011,0.6,0.5,-0.16666666666666663
191,Alaska,"Fairbanks-College, AK",2011,2012,0.5,0.6,0.19999999999999996
192,Alaska,"Fairbanks-College, AK",2012,2013,0.6,0.7,0.16666666666666663
193,Alaska,"Fairbanks-College, AK",2013,2014,0.7,0.6,-0.14285714285714282
194,Alaska,"Fairbanks-College, AK",2014,2015,0.6,0.6,0.0
195,Alaska,"Fairbanks-College, AK",2015,2016,0.6,0.6,0.0
196,Alaska,"Fairbanks-College, AK",2016,2017,0.6,0.5,-0.16666666666666663
197,Alaska,"Fairbanks-College, AK",2017,2018,0.5,0.5,0.0
198,Alaska,"Fairbanks-College, AK",2018,2019,0.5,0.5,0.0
199,Alaska,"Fairbanks-College, AK",2019,2020,0.5,0.4,-0.19999999999999996
200,Alaska,"Fairbanks-College, AK",2020,2021,0.4,0.5,0.24999999999999994
201,Alaska,"Fairbanks-College, AK",2021,2022,0.5,0.6,0.19999999999999996
202,Alaska,"Fairbanks-College, AK",2022,2023,0.6,0.6,0.0
203,Alaska,"Fairbanks-College, AK",2023,2024,0.6,0.7,0.16666666666666663
204,Tennessee,"Chattanooga, TN-GA",2007,2008,34.6,31.9,-0.07803468208092493
205,Tennessee,"Chattanooga, TN-GA",2008,2009,31.9,27.7,-0.13166144200626959
206,Tennessee,"Chattanooga, TN-GA",2009,2010,27.7,29.6,0.06859205776173292
207,Tennessee,"Chattanooga, TN-GA",2010,2011,29.6,30.4,0.02702702702702693
208,Tennessee,"Chattanooga, TN-GA",2011,2012,30.4,30.7,0.009868421052631603
209,Tennessee,"Chattanooga, TN-GA",2012,2013,30.7,30.7,0.0
210,Tennessee,"Chattanooga, TN-GA",2013,2014,30.7,30.8,0.0032573289902280596
211,Tennessee,"Chattanooga, TN-GA",2014,2015,30.8,31.4,0.01948051948051941
212,Tennessee,"Chattanooga, TN-GA",2015,2016,31.4,32.4,0.03184713375796178
213,Tennessee,"Chattanooga, TN-GA",2016,2017,32.4,33.7,0.04012345679012359
214,Tennessee,"Chattanooga, TN-GA",2017,2018,33.7,34.3,0.017804154302670454
215,Tennessee,"Chattanooga, TN-GA",2018,2019,34.3,34.5,0.005830903790087547
216,Tennessee,"Chattanooga, TN-GA",2019,2020,34.5,34.0,-0.014492753623188406
217,Tennessee,"Chattanooga, TN-GA",2020,2021,34.0,36.7,0.07941176470588243
218,Tennessee,"Chattanooga, TN-GA",2021,2022,36.7,40.0,0.0899182561307901
219,Tennessee,"Chattanooga, TN-GA",2022,2023,40.0,40.9,0.022499999999999964
220,Tennessee,"Chattanooga, TN-GA",2023,2024,40.9,40.8,-0.0024449877750611594
221,Iowa,"Waterloo-Cedar Falls, IA",2007,2008,17.4,17.3,-0.005747126436781487
222,Iowa,"Waterloo-Cedar Falls, IA",2008,2009,17.3,15.3,-0.11560693641618497
223,Iowa,"Waterloo-Cedar Falls, IA",2009,2010,15.3,16.3,0.06535947712418301
224,Iowa,"Waterloo-Cedar Falls, IA",2010,2011,16.3,16.9,0.036809815950920116
225,Iowa,"Waterloo-Cedar Falls, IA",2011,2012,16.9,17.6,0.041420118343195436
226,Iowa,"Waterloo-Cedar Falls, IA",2012,2013,17.6,17.7,0.0056818181818180605
227,Iowa,"Waterloo-Cedar Falls, IA",2013,2014,17.7,16.8,-0.050847457627118564
228,Iowa,"Waterloo-Cedar Falls, IA",2014,2015,16.8,15.9,-0.05357142857142859
229,Iowa,"Waterloo-Cedar Falls, IA",2015,2016,15.9,16.2,0.01886792452830182
230,Iowa,"Waterloo-Cedar Falls, IA",2016,2017,16.2,16.5,0.018518518518518563
231,Iowa,"Waterloo-Cedar Falls, IA",2017,2018,16.5,16.9,0.024242424242424156
232,Iowa,"Waterloo-Cedar Falls, IA",2018,2019,16.9,16.5,-0.023668639053254354
233,Iowa,"Waterloo-Cedar Falls, IA",2019,2020,16.5,16.1,-0.024242424242424156
234,Iowa,"Waterloo-Cedar Falls, IA",2020,2021,16.1,16.3,0.012422360248447159
235,Iowa,"Waterloo-Cedar Falls, IA",2021,2022,16.3,16.7,0.024539877300613407
236,Iowa,"Waterloo-Cedar Falls, IA",2022,2023,16.7,15.8,-0.053892215568862194
237,Iowa,"Waterloo-Cedar Falls, IA",2023,2024,15.8,14.8,-0.06329113924050632
238,Arkansas,"Fayetteville-Springdale-Rogers, AR",2007,2008,29.4,28.2,-0.04081632653061222
239,Arkansas,"Fayetteville-Springdale-Rogers, AR",2008,2009,28.2,26.1,-0.0744680851063829
240,Arkansas,"Fayetteville-Springdale-Rogers, AR",2009,2010,26.1,25.6,-0.019157088122605363
241,Arkansas,"Fayetteville-Springdale-Rogers, AR",2010,2011,25.6,23.5,-0.08203125000000006
242,Arkansas,"Fayetteville-Springdale-Rogers, AR",2011,2012,23.5,23.7,0.00851063829787231
243,Arkansas,"Fayetteville-Springdale-Rogers, AR",2012,2013,23.7,23.9,0.008438818565400814
244,Arkansas,"Fayetteville-Springdale-Rogers, AR",2013,2014,23.9,24.1,0.008368200836820203
245,Arkansas,"Fayetteville-Springdale-Rogers, AR",2014,2015,24.1,24.4,0.012448132780082869
246,Arkansas,"Fayetteville-Springdale-Rogers, AR",2015,2016,24.4,24.9,0.020491803278688527
247,Arkansas,"Fayetteville-Springdale-Rogers, AR",2016,2017,24.9,26.2,0.052208835341365493
248,Arkansas,"Fayetteville-Springdale-Rogers, AR",2017,2018,26.2,26.9,0.026717557251908372
249,Arkansas,"Fayetteville-Springdale-Rogers, AR",2018,2019,26.9,28.0,0.04089219330855024
250,Arkansas,"Fayetteville-Springdale-Rogers, AR",2019,2020,28.0,28.1,0.003571428571428622
251,Arkansas,"Fayetteville-Springdale-Rogers, AR",2020,2021,28.1,28.5,0.014234875444839807
252,Arkansas,"Fayetteville-Springdale-Rogers, AR",2021,2022,28.5,27.7,-0.028070175438596516
253,Arkansas,"Fayetteville-Springdale-Rogers, AR",2022,2023,27.7,27.7,0.0
254,Arkansas,"Fayetteville-Springdale-Rogers, AR",2023,2024,27.7,28.4,0.025270758122743656
255,Colorado,"Boulder, CO",2007,2008,18.1,16.4,-0.0939226519337018
256,Colorado,"Boulder, CO",2008,2009,16.4,14.9,-0.09146341463414624
257,Colorado,"Boulder, CO",2009,2010,14.9,15.6,0.046979865771812034
258,Colorado,"Boulder, CO",2010,2011,15.6,16.4,0.05128205128205122
259,Colorado,"Boulder, CO",2011,2012,16.4,16.9,0.030487804878048783
260,Colorado,"Boulder, CO",2012,2013,16.9,17.3,0.023668639053254566
261,Colorado,"Boulder, CO",2013,2014,17.3,17.7,0.02312138728323691
262,Colorado,"Boulder, CO",2014,2015,17.7,17.5,-0.011299435028248548
263,Colorado,"Boulder, CO",2015,2016,17.5,18.1,0.034285714285714364
264,Colorado,"Boulder, CO",2016,2017,18.1,18.8,0.03867403314917123
265,Colorado,"Boulder, CO",2017,2018,18.8,19.3,0.026595744680851064
266,Colorado,"Boulder, CO",2018,2019,19.3,20.4,0.05699481865284963
267,Colorado,"Boulder, CO",2019,2020,20.4,20.5,0.004901960784313796
268,Colorado,"Boulder, CO",2020,2021,20.5,21.9,0.0682926829268292
269,Colorado,"Boulder, CO",2021,2022,21.9,21.1,-0.03652968036529668
270,Colorado,"Boulder, CO",2022,2023,21.1,21.1,0.0
271,Colorado,"Boulder, CO",2023,2024,21.1,20.7,-0.01895734597156408
272,Michigan,"Bay City, MI",2007,2008,4.3,4.3,0.0
273,Michigan,"Bay City, MI",2008,2009,4.3,4.0,-0.06976744186046507
274,Michigan,"Bay City, MI",2009,2010,4.0,4.0,0.0
275,Michigan,"Bay City, MI",2010,2011,4.0,3.8,-0.050000000000000044
276,Michigan,"Bay City, MI",2011,2012,3.8,4.0,0.052631578947368474
277,Michigan,"Bay City, MI",2012,2013,4.0,3.9,-0.025000000000000022
278,Michigan,"Bay City, MI",2013,2014,3.9,4.1,0.05128205128205122
279,Michigan,"Bay City, MI",2014,2015,4.1,4.2,0.024390243902439157
280,Michigan,"Bay City, MI",2015,2016,4.2,4.2,0.0
281,Michigan,"Bay City, MI",2016,2017,4.2,4.4,0.04761904761904766
282,Michigan,"Bay City, MI",2017,2018,4.4,4.6,0.04545454545454529
283,Michigan,"Bay City, MI",2018,2019,4.6,4.5,-0.021739130434782532
284,Michigan,"Bay City, MI",2019,2020,4.5,4.7,0.04444444444444448
285,Michigan,"Bay City, MI",2020,2021,4.7,4.8,0.021276595744680774
286,Michigan,"Bay City, MI",2021,2022,4.8,5.0,0.041666666666666706
287,Michigan,"Bay City, MI",2022,2023,5.0,5.0,0.0
288,Michigan,"Bay City, MI",2023,2024,5.0,5.0,0.0
289,Utah,"Logan, UT-ID",2007,2008,11.5,10.8,-0.060869565217391244
290,Utah,"Logan, UT-ID",2008,2009,10.8,10.7,-0.00925925925925939
291,Utah,"Logan, UT-ID",2009,2010,10.7,10.7,0.0
292,Utah,"Logan, UT-ID",2010,2011,10.7,10.9,0.018691588785046828
293,Utah,"Logan, UT-ID",2011,2012,10.9,11.1,0.018348623853210944
294,Utah,"Logan, UT-ID",2012,2013,11.1,11.2,0.009009009009008978
295,Utah,"Logan, UT-ID",2013,2014,11.2,11.4,0.017857142857142953
296,Utah,"Logan, UT-ID",2014,2015,11.4,11.3,-0.008771929824561372
297,Utah,"Logan, UT-ID",2015,2016,11.3,11.3,0.0
298,Utah,"Logan, UT-ID",2016,2017,11.3,11.7,0.03539823008849545
299,Utah,"Logan, UT-ID",2017,2018,11.7,12.1,0.03418803418803422
300,Utah,"Logan, UT-ID",2018,2019,12.1,12.6,0.04132231404958678
301,Utah,"Logan, UT-ID",2019,2020,12.6,13.6,0.07936507936507936
302,Utah,"Logan, UT-ID",2020,2021,13.6,14.7,0.08088235294117645
303,Utah,"Logan, UT-ID",2021,2022,14.7,13.9,-0.05442176870748292
304,Utah,"Logan, UT-ID",2022,2023,13.9,12.5,-0.10071942446043168
305,Utah,"Logan, UT-ID",2023,2024,12.5,12.4,-0.007999999999999972
306,Alabama,"Huntsville, AL",2007,2008,32.6,30.7,-0.05828220858895712
307,Alabama,"Huntsville, AL",2008,2009,30.7,25.3,-0.17589576547231267
308,Alabama,"Huntsville, AL",2009,2010,25.3,22.8,-0.09881422924901186
309,Alabama,"Huntsville, AL",2010,2011,22.8,22.6,-0.008771929824561372
310,Alabama,"Huntsville, AL",2011,2012,22.6,23.1,0.022123893805309734
311,Alabama,"Huntsville, AL",2012,2013,23.1,23.1,0.0
312,Alabama,"Huntsville, AL",2013,2014,23.1,23.4,0.012987012987012863
313,Alabama,"Huntsville, AL",2014,2015,23.4,23.8,0.017094017094017186
314,Alabama,"Huntsville, AL",2015,2016,23.8,24.4,0.025210084033613356
315,Alabama,"Huntsville, AL",2016,2017,24.4,25.0,0.024590163934426288
316,Alabama,"Huntsville, AL",2017,2018,25.0,25.5,0.02
317,Alabama,"Huntsville, AL",2018,2019,25.5,26.3,0.03137254901960787
