,state,area,old_year,new_year,old_number,new_number,perc_change
3774,Maine,"Lewiston-Auburn, ME",2007,2008,6.3,5.9,-0.0634920634920634
3775,Maine,"Lewiston-Auburn, ME",2008,2009,5.9,5.0,-0.15254237288135597
3776,Maine,"Lewiston-Auburn, ME",2009,2010,5.0,4.9,-0.019999999999999928
3777,Maine,"Lewiston-Auburn, ME",2010,2011,4.9,4.8,-0.02040816326530623
3778,Maine,"Lewiston-Auburn, ME",2011,2012,4.8,4.8,0.0
3779,Maine,"Lewiston-Auburn, ME",2012,2013,4.8,4.9,0.020833333333333447
3780,Maine,"Lewiston-Auburn, ME",2013,2014,4.9,5.1,0.040816326530612096
3781,Maine,"Lewiston-Auburn, ME",2014,2015,5.1,5.2,0.01960784313725501
3782,Maine,"Lewiston-Auburn, ME",2015,2016,5.2,5.1,-0.019230769230769332
3783,Maine,"Lewiston-Auburn, ME",2016,2017,5.1,5.1,0.0
3784,Maine,"Lewiston-Auburn, ME",2017,2018,5.1,5.1,0.0
3785,Maine,"Lewiston-Auburn, ME",2018,2019,5.1,5.2,0.01960784313725501
3786,Maine,"Lewiston-Auburn, ME",2019,2020,5.2,5.0,-0.03846153846153849
3787,Maine,"Lewiston-Auburn, ME",2020,2021,5.0,5.1,0.019999999999999928
3788,Maine,"Lewiston-Auburn, ME",2021,2022,5.1,5.1,0.0
3789,Maine,"Lewiston-Auburn, ME",2022,2023,5.1,5.2,0.01960784313725501
3790,Maine,"Lewiston-Auburn, ME",2023,2024,5.2,5.1,-0.019230769230769332
3791,Michigan,"Niles, MI",2007,2008,14.2,12.9,-0.09154929577464782
3792,Michigan,"Niles, MI",2008,2009,12.9,11.2,-0.13178294573643418
3793,Michigan,"Niles, MI",2009,2010,11.2,11.8,0.0535714285714287
3794,Michigan,"Niles, MI",2010,2011,11.8,11.8,0.0
3795,Michigan,"Niles, MI",2011,2012,11.8,12.0,0.01694915254237282
3796,Michigan,"Niles, MI",2012,2013,12.0,12.6,0.04999999999999997
3797,Michigan,"Niles, MI",2013,2014,12.6,13.1,0.03968253968253968
3798,Michigan,"Niles, MI",2014,2015,13.1,13.2,0.007633587786259515
3799,Michigan,"Niles, MI",2015,2016,13.2,13.2,0.0
3800,Michigan,"Niles, MI",2016,2017,13.2,13.2,0.0
3801,Michigan,"Niles, MI",2017,2018,13.2,13.2,0.0
3802,Michigan,"Niles, MI",2018,2019,13.2,13.1,-0.007575757575757549
3803,Michigan,"Niles, MI",2019,2020,13.1,11.6,-0.11450381679389313
3804,Michigan,"Niles, MI",2020,2021,11.6,12.3,0.06034482758620699
3805,Michigan,"Niles, MI",2021,2022,12.3,12.7,0.03252032520325192
3806,Michigan,"Niles, MI",2022,2023,12.7,12.6,-0.007874015748031468
3807,Michigan,"Niles, MI",2023,2024,12.6,11.6,-0.07936507936507936
3808,Wisconsin,"Oshkosh-Neenah, WI",2007,2008,24.2,24.1,-0.004132231404958589
3809,Wisconsin,"Oshkosh-Neenah, WI",2008,2009,24.1,23.9,-0.00829875518672211
3810,Wisconsin,"Oshkosh-Neenah, WI",2009,2010,23.9,24.5,0.025104602510460313
3811,Wisconsin,"Oshkosh-Neenah, WI",2010,2011,24.5,24.9,0.01632653061224484
3812,Wisconsin,"Oshkosh-Neenah, WI",2011,2012,24.9,24.1,-0.032128514056224786
3813,Wisconsin,"Oshkosh-Neenah, WI",2012,2013,24.1,22.6,-0.06224066390041493
3814,Wisconsin,"Oshkosh-Neenah, WI",2013,2014,22.6,22.2,-0.01769911504424788
3815,Wisconsin,"Oshkosh-Neenah, WI",2014,2015,22.2,22.3,0.004504504504504569
3816,Wisconsin,"Oshkosh-Neenah, WI",2015,2016,22.3,22.8,0.02242152466367713
3817,Wisconsin,"Oshkosh-Neenah, WI",2016,2017,22.8,22.9,0.004385964912280608
3818,Wisconsin,"Oshkosh-Neenah, WI",2017,2018,22.9,22.3,-0.026200873362445323
3819,Wisconsin,"Oshkosh-Neenah, WI",2018,2019,22.3,22.5,0.00896860986547082
3820,Wisconsin,"Oshkosh-Neenah, WI",2019,2020,22.5,21.8,-0.03111111111111108
3821,Wisconsin,"Oshkosh-Neenah, WI",2020,2021,21.8,21.2,-0.027522935779816578
3822,Wisconsin,"Oshkosh-Neenah, WI",2021,2022,21.2,21.2,0.0
3823,Wisconsin,"Oshkosh-Neenah, WI",2022,2023,21.2,21.1,-0.004716981132075371
3824,Wisconsin,"Oshkosh-Neenah, WI",2023,2024,21.1,20.5,-0.028436018957346036
3825,District of Columbia,"Washington, DC-MD Metropolitan Division",2007,2008,13.5,14.7,0.08888888888888884
3826,District of Columbia,"Washington, DC-MD Metropolitan Division",2008,2009,14.7,13.0,-0.11564625850340132
3827,District of Columbia,"Washington, DC-MD Metropolitan Division",2009,2010,13.0,10.9,-0.16153846153846152
3828,District of Columbia,"Washington, DC-MD Metropolitan Division",2010,2011,10.9,10.4,-0.04587155963302752
3829,District of Columbia,"Washington, DC-MD Metropolitan Division",2011,2012,10.4,9.5,-0.08653846153846156
3830,District of Columbia,"Washington, DC-MD Metropolitan Division",2012,2013,9.5,9.1,-0.04210526315789478
3831,District of Columbia,"Washington, DC-MD Metropolitan Division",2013,2014,9.1,10.3,0.13186813186813198
3832,District of Columbia,"Washington, DC-MD Metropolitan Division",2014,2015,10.3,10.0,-0.029126213592233077
3833,District of Columbia,"Washington, DC-MD Metropolitan Division",2015,2016,10.0,10.1,0.009999999999999964
3834,District of Columbia,"Washington, DC-MD Metropolitan Division",2016,2017,10.1,10.1,0.0
3835,District of Columbia,"Washington, DC-MD Metropolitan Division",2017,2018,10.1,10.0,-0.009900990099009866
3836,District of Columbia,"Washington, DC-MD Metropolitan Division",2018,2019,10.0,10.2,0.019999999999999928
3837,District of Columbia,"Washington, DC-MD Metropolitan Division",2019,2020,10.2,9.2,-0.09803921568627452
3838,District of Columbia,"Washington, DC-MD Metropolitan Division",2020,2021,9.2,8.9,-0.0326086956521738
3839,District of Columbia,"Washington, DC-MD Metropolitan Division",2021,2022,8.9,8.9,0.0
3840,District of Columbia,"Washington, DC-MD Metropolitan Division",2022,2023,8.9,9.1,0.02247191011235947
3841,District of Columbia,"Washington, DC-MD Metropolitan Division",2023,2024,9.1,9.1,0.0
3842,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2007,2008,39.9,38.7,-0.030075187969924706
3843,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2008,2009,38.7,35.4,-0.08527131782945747
3844,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2009,2010,35.4,35.2,-0.005649717514124173
3845,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2010,2011,35.2,34.8,-0.011363636363636524
3846,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2011,2012,34.8,35.0,0.0057471264367816915
3847,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2012,2013,35.0,35.1,0.002857142857142898
3848,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2013,2014,35.1,36.1,0.02849002849002849
3849,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2014,2015,36.1,36.4,0.008310249307479145
3850,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2015,2016,36.4,36.5,0.0027472527472527865
3851,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2016,2017,36.5,37.9,0.038356164383561604
3852,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2017,2018,37.9,39.4,0.0395778364116095
3853,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2018,2019,39.4,40.0,0.015228426395939123
3854,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2019,2020,40.0,38.4,-0.040000000000000036
3855,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2020,2021,38.4,40.2,0.04687500000000011
3856,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2021,2022,40.2,41.3,0.027363184079601848
3857,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2022,2023,41.3,41.7,0.009685230024213213
3858,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2023,2024,41.7,41.2,-0.011990407673860911
3859,Indiana,"Columbus, IN",2007,2008,16.2,15.7,-0.0308641975308642
3860,Indiana,"Columbus, IN",2008,2009,15.7,13.5,-0.14012738853503182
3861,Indiana,"Columbus, IN",2009,2010,13.5,14.3,0.05925925925925931
3862,Indiana,"Columbus, IN",2010,2011,14.3,16.8,0.17482517482517482
3863,Indiana,"Columbus, IN",2011,2012,16.8,17.7,0.053571428571428485
3864,Indiana,"Columbus, IN",2012,2013,17.7,18.0,0.016949152542372923
3865,Indiana,"Columbus, IN",2013,2014,18.0,19.2,0.06666666666666662
3866,Indiana,"Columbus, IN",2014,2015,19.2,19.8,0.031250000000000076
3867,Indiana,"Columbus, IN",2015,2016,19.8,19.3,-0.025252525252525252
3868,Indiana,"Columbus, IN",2016,2017,19.3,19.5,0.010362694300518097
3869,Indiana,"Columbus, IN",2017,2018,19.5,19.9,0.02051282051282044
3870,Indiana,"Columbus, IN",2018,2019,19.9,20.1,0.010050251256281551
3871,Indiana,"Columbus, IN",2019,2020,20.1,18.7,-0.06965174129353244
3872,Indiana,"Columbus, IN",2020,2021,18.7,18.3,-0.021390374331550728
3873,Indiana,"Columbus, IN",2021,2022,18.3,19.6,0.07103825136612026
3874,Indiana,"Columbus, IN",2022,2023,19.6,19.2,-0.02040816326530623
3875,Indiana,"Columbus, IN",2023,2024,19.2,19.2,0.0
3876,Colorado,"Fort Collins-Loveland, CO",2007,2008,12.0,11.8,-0.016666666666666607
3877,Colorado,"Fort Collins-Loveland, CO",2008,2009,11.8,10.5,-0.11016949152542378
3878,Colorado,"Fort Collins-Loveland, CO",2009,2010,10.5,10.7,0.01904761904761898
3879,Colorado,"Fort Collins-Loveland, CO",2010,2011,10.7,11.3,0.056074766355140325
3880,Colorado,"Fort Collins-Loveland, CO",2011,2012,11.3,11.6,0.026548672566371584
3881,Colorado,"Fort Collins-Loveland, CO",2012,2013,11.6,11.8,0.01724137931034492
3882,Colorado,"Fort Collins-Loveland, CO",2013,2014,11.8,12.5,0.059322033898305024
3883,Colorado,"Fort Collins-Loveland, CO",2014,2015,12.5,13.3,0.06400000000000006
3884,Colorado,"Fort Collins-Loveland, CO",2015,2016,13.3,13.4,0.007518796992481176
3885,Colorado,"Fort Collins-Loveland, CO",2016,2017,13.4,14.0,0.044776119402985044
3886,Colorado,"Fort Collins-Loveland, CO",2017,2018,14.0,14.6,0.04285714285714283
3887,Colorado,"Fort Collins-Loveland, CO",2018,2019,14.6,14.6,0.0
3888,Colorado,"Fort Collins-Loveland, CO",2019,2020,14.6,14.0,-0.04109589041095888
3889,Colorado,"Fort Collins-Loveland, CO",2020,2021,14.0,15.0,0.07142857142857142
3890,Colorado,"Fort Collins-Loveland, CO",2021,2022,15.0,15.4,0.02666666666666669
3891,Colorado,"Fort Collins-Loveland, CO",2022,2023,15.4,15.1,-0.019480519480519525
3892,Colorado,"Fort Collins-Loveland, CO",2023,2024,15.1,14.9,-0.013245033112582735
3893,New Jersey,"Trenton-Princeton, NJ",2007,2008,10.6,10.7,0.00943396226415091
3894,New Jersey,"Trenton-Princeton, NJ",2008,2009,10.7,10.4,-0.028037383177569996
3895,New Jersey,"Trenton-Princeton, NJ",2009,2010,10.4,9.9,-0.04807692307692307
3896,New Jersey,"Trenton-Princeton, NJ",2010,2011,9.9,9.8,-0.010101010101010065
3897,New Jersey,"Trenton-Princeton, NJ",2011,2012,9.8,10.0,0.020408163265306048
3898,New Jersey,"Trenton-Princeton, NJ",2012,2013,10.0,10.1,0.009999999999999964
3899,New Jersey,"Trenton-Princeton, NJ",2013,2014,10.1,9.8,-0.029702970297029598
3900,New Jersey,"Trenton-Princeton, NJ",2014,2015,9.8,10.3,0.0510204081632653
3901,New Jersey,"Trenton-Princeton, NJ",2015,2016,10.3,10.2,-0.009708737864077808
3902,New Jersey,"Trenton-Princeton, NJ",2016,2017,10.2,10.5,0.029411764705882425
3903,New Jersey,"Trenton-Princeton, NJ",2017,2018,10.5,10.7,0.01904761904761898
3904,New Jersey,"Trenton-Princeton, NJ",2018,2019,10.7,11.1,0.0373831775700935
3905,New Jersey,"Trenton-Princeton, NJ",2019,2020,11.1,10.5,-0.05405405405405402
3906,New Jersey,"Trenton-Princeton, NJ",2020,2021,10.5,10.4,-0.00952380952380949
3907,New Jersey,"Trenton-Princeton, NJ",2021,2022,10.4,10.9,0.04807692307692307
3908,New Jersey,"Trenton-Princeton, NJ",2022,2023,10.9,10.4,-0.04587155963302752
3909,New Jersey,"Trenton-Princeton, NJ",2023,2024,10.4,10.3,-0.009615384615384581
3910,Texas,"Eagle Pass, TX",2007,2008,0.6,0.6,0.0
3911,Texas,"Eagle Pass, TX",2008,2009,0.6,0.6,0.0
3912,Texas,"Eagle Pass, TX",2009,2010,0.6,0.6,0.0
3913,Texas,"Eagle Pass, TX",2010,2011,0.6,0.7,0.16666666666666663
3914,Texas,"Eagle Pass, TX",2011,2012,0.7,0.7,0.0
3915,Texas,"Eagle Pass, TX",2012,2013,0.7,0.9,0.2857142857142858
3916,Texas,"Eagle Pass, TX",2013,2014,0.9,0.7,-0.2222222222222223
3917,Texas,"Eagle Pass, TX",2014,2015,0.7,0.7,0.0
3918,Texas,"Eagle Pass, TX",2015,2016,0.7,0.8,0.142857142857143
3919,Texas,"Eagle Pass, TX",2016,2017,0.8,0.6,-0.25000000000000006
3920,Texas,"Eagle Pass, TX",2017,2018,0.6,0.7,0.16666666666666663
3921,Texas,"Eagle Pass, TX",2018,2019,0.7,0.6,-0.14285714285714282
3922,Texas,"Eagle Pass, TX",2019,2020,0.6,0.6,0.0
3923,Texas,"Eagle Pass, TX",2020,2021,0.6,0.6,0.0
3924,Texas,"Eagle Pass, TX",2021,2022,0.6,0.6,0.0
3925,Texas,"Eagle Pass, TX",2022,2023,0.6,0.6,0.0
3926,Texas,"Eagle Pass, TX",2023,2024,0.6,0.6,0.0
3927,Oregon,"Albany, OR",2007,2008,8.2,7.6,-0.07317073170731704
3928,Oregon,"Albany, OR",2008,2009,7.6,6.7,-0.11842105263157889
3929,Oregon,"Albany, OR",2009,2010,6.7,6.6,-0.014925373134328438
3930,Oregon,"Albany, OR",2010,2011,6.6,6.7,0.015151515151515233
3931,Oregon,"Albany, OR",2011,2012,6.7,6.7,0.0
3932,Oregon,"Albany, OR",2012,2013,6.7,7.0,0.044776119402985044
3933,Oregon,"Albany, OR",2013,2014,7.0,7.2,0.0285714285714286
3934,Oregon,"Albany, OR",2014,2015,7.2,7.4,0.0277777777777778
3935,Oregon,"Albany, OR",2015,2016,7.4,7.8,0.05405405405405398
3936,Oregon,"Albany, OR",2016,2017,7.8,8.1,0.03846153846153844
3937,Oregon,"Albany, OR",2017,2018,8.1,8.5,0.04938271604938276
3938,Oregon,"Albany, OR",2018,2019,8.5,8.7,0.0235294117647058
3939,Oregon,"Albany, OR",2019,2020,8.7,7.4,-0.14942528735632174
3940,Oregon,"Albany, OR",2020,2021,7.4,7.8,0.05405405405405398
3941,Oregon,"Albany, OR",2021,2022,7.8,8.2,0.05128205128205122
3942,Oregon,"Albany, OR",2022,2023,8.2,8.2,0.0
3943,Oregon,"Albany, OR",2023,2024,8.2,8.3,0.012195121951219686
3944,West Virginia,"Charleston, WV",2007,2008,4.3,4.0,-0.06976744186046507
3945,West Virginia,"Charleston, WV",2008,2009,4.0,3.6,-0.09999999999999998
3946,West Virginia,"Charleston, WV",2009,2010,3.6,3.4,-0.0555555555555556
3947,West Virginia,"Charleston, WV",2010,2011,3.4,3.4,0.0
3948,West Virginia,"Charleston, WV",2011,2012,3.4,3.5,0.02941176470588238
3949,West Virginia,"Charleston, WV",2012,2013,3.5,3.6,0.0285714285714286
3950,West Virginia,"Charleston, WV",2013,2014,3.6,3.6,0.0
3951,West Virginia,"Charleston, WV",2014,2015,3.6,3.7,0.0277777777777778
3952,West Virginia,"Charleston, WV",2015,2016,3.7,3.8,0.02702702702702693
3953,West Virginia,"Charleston, WV",2016,2017,3.8,3.7,-0.02631578947368412
3954,West Virginia,"Charleston, WV",2017,2018,3.7,3.6,-0.02702702702702705
3955,West Virginia,"Charleston, WV",2018,2019,3.6,3.3,-0.08333333333333341
3956,West Virginia,"Charleston, WV",2019,2020,3.3,3.2,-0.030303030303030196
3957,West Virginia,"Charleston, WV",2020,2021,3.2,3.0,-0.06250000000000006
3958,West Virginia,"Charleston, WV",2021,2022,3.0,3.2,0.06666666666666672
3959,West Virginia,"Charleston, WV",2022,2023,3.2,3.4,0.06249999999999992
3960,West Virginia,"Charleston, WV",2023,2024,3.4,3.4,0.0
3961,Wisconsin,"Kenosha, WI",2007,2008,7.9,7.4,-0.06329113924050632
3962,Wisconsin,"Kenosha, WI",2008,2009,7.4,6.5,-0.12162162162162167
3963,Wisconsin,"Kenosha, WI",2009,2010,6.5,6.3,-0.030769230769230795
3964,Wisconsin,"Kenosha, WI",2010,2011,6.3,6.3,0.0
3965,Wisconsin,"Kenosha, WI",2011,2012,6.3,6.4,0.01587301587301596
3966,Wisconsin,"Kenosha, WI",2012,2013,6.4,6.6,0.03124999999999989
3967,Wisconsin,"Kenosha, WI",2013,2014,6.6,7.1,0.07575757575757576
3968,Wisconsin,"Kenosha, WI",2014,2015,7.1,7.3,0.028169014084507067
3969,Wisconsin,"Kenosha, WI",2015,2016,7.3,7.5,0.02739726027397263
3970,Wisconsin,"Kenosha, WI",2016,2017,7.5,8.0,0.06666666666666667
3971,Wisconsin,"Kenosha, WI",2017,2018,8.0,8.4,0.050000000000000044
3972,Wisconsin,"Kenosha, WI",2018,2019,8.4,8.3,-0.011904761904761862
3973,Wisconsin,"Kenosha, WI",2019,2020,8.3,8.5,0.024096385542168586
3974,Wisconsin,"Kenosha, WI",2020,2021,8.5,9.0,0.058823529411764705
3975,Wisconsin,"Kenosha, WI",2021,2022,9.0,9.4,0.04444444444444448
3976,Wisconsin,"Kenosha, WI",2022,2023,9.4,9.6,0.021276595744680774
3977,Wisconsin,"Kenosha, WI",2023,2024,9.6,9.7,0.01041666666666663
3978,New York,"Albany-Schenectady-Troy, NY",2007,2008,23.0,22.1,-0.039130434782608636
3979,New York,"Albany-Schenectady-Troy, NY",2008,2009,22.1,20.5,-0.07239819004524893
3980,New York,"Albany-Schenectady-Troy, NY",2009,2010,20.5,20.6,0.004878048780487874
3981,New York,"Albany-Schenectady-Troy, NY",2010,2011,20.6,22.0,0.06796116504854362
3982,New York,"Albany-Schenectady-Troy, NY",2011,2012,22.0,23.2,0.054545454545454515
3983,New York,"Albany-Schenectady-Troy, NY",2012,2013,23.2,23.9,0.03017241379310342
3984,New York,"Albany-Schenectady-Troy, NY",2013,2014,23.9,24.6,0.029288702928870414
3985,New York,"Albany-Schenectady-Troy, NY",2014,2015,24.6,25.9,0.05284552845528443
3986,New York,"Albany-Schenectady-Troy, NY",2015,2016,25.9,26.2,0.011583011583011612
3987,New York,"Albany-Schenectady-Troy, NY",2016,2017,26.2,26.9,0.026717557251908372
3988,New York,"Albany-Schenectady-Troy, NY",2017,2018,26.9,26.2,-0.02602230483271373
3989,New York,"Albany-Schenectady-Troy, NY",2018,2019,26.2,26.4,0.007633587786259515
3990,New York,"Albany-Schenectady-Troy, NY",2019,2020,26.4,25.8,-0.022727272727272648
3991,New York,"Albany-Schenectady-Troy, NY",2020,2021,25.8,26.6,0.031007751937984523
3992,New York,"Albany-Schenectady-Troy, NY",2021,2022,26.6,27.8,0.04511278195488719
3993,New York,"Albany-Schenectady-Troy, NY",2022,2023,27.8,27.9,0.003597122302158197
3994,New York,"Albany-Schenectady-Troy, NY",2023,2024,27.9,27.3,-0.021505376344085947
3995,Puerto Rico,"Ponce, PR",2007,2008,9.3,9.2,-0.010752688172043163
3996,Puerto Rico,"Ponce, PR",2008,2009,9.2,8.1,-0.11956521739130432
3997,Puerto Rico,"Ponce, PR",2009,2010,8.1,8.0,-0.012345679012345635
3998,Puerto Rico,"Ponce, PR",2010,2011,8.0,8.2,0.02499999999999991
3999,Puerto Rico,"Ponce, PR",2011,2012,8.2,8.2,0.0
4000,Puerto Rico,"Ponce, PR",2012,2013,8.2,8.1,-0.01219512195121947
4001,Puerto Rico,"Ponce, PR",2013,2014,8.1,7.9,-0.02469135802469127
4002,Puerto Rico,"Ponce, PR",2014,2015,7.9,7.6,-0.03797468354430389
4003,Puerto Rico,"Ponce, PR",2015,2016,7.6,7.4,-0.02631578947368412
4004,Puerto Rico,"Ponce, PR",2016,2017,7.4,7.6,0.02702702702702693
4005,Puerto Rico,"Ponce, PR",2017,2018,7.6,7.4,-0.02631578947368412
4006,Puerto Rico,"Ponce, PR",2018,2019,7.4,7.4,0.0
4007,Puerto Rico,"Ponce, PR",2019,2020,7.4,7.6,0.02702702702702693
4008,Puerto Rico,"Ponce, PR",2020,2021,7.6,8.2,0.07894736842105259
4009,Puerto Rico,"Ponce, PR",2021,2022,8.2,8.6,0.0487804878048781
4010,Puerto Rico,"Ponce, PR",2022,2023,8.6,8.7,0.011627906976744146
4011,Puerto Rico,"Ponce, PR",2023,2024,8.7,8.7,0.0
4012,Pennsylvania,"Williamsport, PA",2007,2008,10.4,9.9,-0.04807692307692307
4013,Pennsylvania,"Williamsport, PA",2008,2009,9.9,8.7,-0.12121212121212131
4014,Pennsylvania,"Williamsport, PA",2009,2010,8.7,9.1,0.04597701149425292
4015,Pennsylvania,"Williamsport, PA",2010,2011,9.1,9.0,-0.01098901098901095
4016,Pennsylvania,"Williamsport, PA",2011,2012,9.0,8.2,-0.08888888888888896
4017,Pennsylvania,"Williamsport, PA",2012,2013,8.2,8.1,-0.01219512195121947
4018,Pennsylvania,"Williamsport, PA",2013,2014,8.1,7.9,-0.02469135802469127
4019,Pennsylvania,"Williamsport, PA",2014,2015,7.9,7.9,0.0
4020,Pennsylvania,"Williamsport, PA",2015,2016,7.9,7.9,0.0
4021,Pennsylvania,"Williamsport, PA",2016,2017,7.9,7.7,-0.025316455696202552
4022,Pennsylvania,"Williamsport, PA",2017,2018,7.7,7.9,0.025974025974025997
4023,Pennsylvania,"Williamsport, PA",2018,2019,7.9,8.1,0.02531645569620244
4024,Pennsylvania,"Williamsport, PA",2019,2020,8.1,7.2,-0.11111111111111105
4025,Pennsylvania,"Williamsport, PA",2020,2021,7.2,7.4,0.0277777777777778
4026,Pennsylvania,"Williamsport, PA",2021,2022,7.4,7.7,0.040540540540540515
4027,Pennsylvania,"Williamsport, PA",2022,2023,7.7,7.7,0.0
4028,Pennsylvania,"Williamsport, PA",2023,2024,7.7,7.6,-0.012987012987013056
4029,Texas,"Brownsville-Harlingen, TX",2007,2008,7.6,6.9,-0.09210526315789465
4030,Texas,"Brownsville-Harlingen, TX",2008,2009,6.9,5.8,-0.15942028985507253
4031,Texas,"Brownsville-Harlingen, TX",2009,2010,5.8,5.4,-0.06896551724137923
4032,Texas,"Brownsville-Harlingen, TX",2010,2011,5.4,5.6,0.0370370370370369
4033,Texas,"Brownsville-Harlingen, TX",2011,2012,5.6,5.8,0.03571428571428575
4034,Texas,"Brownsville-Harlingen, TX",2012,2013,5.8,5.7,-0.01724137931034477
4035,Texas,"Brownsville-Harlingen, TX",2013,2014,5.7,5.9,0.03508771929824565
4036,Texas,"Brownsville-Harlingen, TX",2014,2015,5.9,5.9,0.0
4037,Texas,"Brownsville-Harlingen, TX",2015,2016,5.9,5.2,-0.11864406779661019
4038,Texas,"Brownsville-Harlingen, TX",2016,2017,5.2,5.3,0.019230769230769162
4039,Texas,"Brownsville-Harlingen, TX",2017,2018,5.3,5.7,0.07547169811320761
4040,Texas,"Brownsville-Harlingen, TX",2018,2019,5.7,6.2,0.08771929824561403
4041,Texas,"Brownsville-Harlingen, TX",2019,2020,6.2,6.1,-0.016129032258064602
4042,Texas,"Brownsville-Harlingen, TX",2020,2021,6.1,6.7,0.09836065573770501
4043,Texas,"Brownsville-Harlingen, TX",2021,2022,6.7,7.3,0.08955223880597009
4044,Texas,"Brownsville-Harlingen, TX",2022,2023,7.3,7.5,0.02739726027397263
4045,Texas,"Brownsville-Harlingen, TX",2023,2024,7.5,7.1,-0.05333333333333338
4046,Illinois,"Peoria, IL",2007,2008,31.6,31.5,-0.003164556962025361
4047,Illinois,"Peoria, IL",2008,2009,31.5,24.5,-0.2222222222222222
4048,Illinois,"Peoria, IL",2009,2010,24.5,26.7,0.0897959183673469
4049,Illinois,"Peoria, IL",2010,2011,26.7,27.8,0.04119850187265923
4050,Illinois,"Peoria, IL",2011,2012,27.8,28.5,0.02517985611510789
4051,Illinois,"Peoria, IL",2012,2013,28.5,26.9,-0.05614035087719303
4052,Illinois,"Peoria, IL",2013,2014,26.9,26.7,-0.007434944237918189
4053,Illinois,"Peoria, IL",2014,2015,26.7,23.9,-0.10486891385767794
4054,Illinois,"Peoria, IL",2015,2016,23.9,20.5,-0.14225941422594138
4055,Illinois,"Peoria, IL",2016,2017,20.5,23.0,0.12195121951219512
4056,Illinois,"Peoria, IL",2017,2018,23.0,23.7,0.030434782608695622
4057,Illinois,"Peoria, IL",2018,2019,23.7,22.7,-0.04219409282700422
4058,Illinois,"Peoria, IL",2019,2020,22.7,21.0,-0.07488986784140966
4059,Illinois,"Peoria, IL",2020,2021,21.0,22.2,0.057142857142857106
4060,Illinois,"Peoria, IL",2021,2022,22.2,23.5,0.05855855855855859
4061,Illinois,"Peoria, IL",2022,2023,23.5,23.5,0.0
4062,Illinois,"Peoria, IL",2023,2024,23.5,23.2,-0.012765957446808541
4063,North Carolina,"Burlington, NC",2007,2008,11.1,9.9,-0.10810810810810804
4064,North Carolina,"Burlington, NC",2008,2009,9.9,8.4,-0.15151515151515152
4065,North Carolina,"Burlington, NC",2009,2010,8.4,8.6,0.023809523809523725
4066,North Carolina,"Burlington, NC",2010,2011,8.6,8.7,0.011627906976744146
4067,North Carolina,"Burlington, NC",2011,2012,8.7,8.6,-0.011494252873563178
4068,North Carolina,"Burlington, NC",2012,2013,8.6,8.3,-0.03488372093023243
4069,North Carolina,"Burlington, NC",2013,2014,8.3,8.8,0.06024096385542168
4070,North Carolina,"Burlington, NC",2014,2015,8.8,9.2,0.04545454545454529
4071,North Carolina,"Burlington, NC",2015,2016,9.2,9.4,0.021739130434782726
4072,North Carolina,"Burlington, NC",2016,2017,9.4,9.3,-0.010638297872340387
4073,North Carolina,"Burlington, NC",2017,2018,9.3,9.2,-0.010752688172043163
4074,North Carolina,"Burlington, NC",2018,2019,9.2,9.2,0.0
4075,North Carolina,"Burlington, NC",2019,2020,9.2,8.6,-0.0652173913043478
4076,North Carolina,"Burlington, NC",2020,2021,8.6,8.9,0.03488372093023264
4077,North Carolina,"Burlington, NC",2021,2022,8.9,8.7,-0.022471910112359668
4078,North Carolina,"Burlington, NC",2022,2023,8.7,8.8,0.011494252873563383
4079,North Carolina,"Burlington, NC",2023,2024,8.8,8.8,0.0
4080,Utah,"St. George, UT",2007,2008,3.3,2.9,-0.12121212121212119
4081,Utah,"St. George, UT",2008,2009,2.9,2.2,-0.2413793103448275
4082,Utah,"St. George, UT",2009,2010,2.2,2.2,0.0
4083,Utah,"St. George, UT",2010,2011,2.2,2.4,0.09090909090909079
4084,Utah,"St. George, UT",2011,2012,2.4,2.6,0.08333333333333341
4085,Utah,"St. George, UT",2012,2013,2.6,2.7,0.03846153846153849
4086,Utah,"St. George, UT",2013,2014,2.7,2.9,0.07407407407407397
4087,Utah,"St. George, UT",2014,2015,2.9,3.2,0.10344827586206906
4088,Utah,"St. George, UT",2015,2016,3.2,3.3,0.03124999999999989
4089,Utah,"St. George, UT",2016,2017,3.3,3.6,0.090909090909091
