series_id	state	area	year	period	month	value
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2015	M05	May	33.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2015	M04	April	32.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2015	M03	March	31.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2015	M02	February	31.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2015	M01	January	30.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M12	December	29.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M11	November	29.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M10	October	30.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M09	September	30.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M08	August	30.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M07	July	30.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M06	June	30.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M05	May	30.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M04	April	31.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M03	March	30.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M02	February	30.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2014	M01	January	30.6
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M12	December	31.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M11	November	31.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M10	October	31.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M09	September	32.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M08	August	32.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M07	July	32.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M06	June	31.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M05	May	32.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M04	April	32.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M03	March	33.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M02	February	33.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2013	M01	January	34.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M12	December	35.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M11	November	35.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M10	October	35.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M09	September	34.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M08	August	33.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M07	July	32.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M06	June	33.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M05	May	33.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M04	April	33.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M03	March	32.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M02	February	32.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2012	M01	January	33.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M12	December	32.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M11	November	31.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M10	October	31.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M09	September	31.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M08	August	32.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M07	July	32.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M06	June	32.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M05	May	32.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M04	April	32.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M03	March	31.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M02	February	31.6
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2011	M01	January	32.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M12	December	34.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M11	November	33.7
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M10	October	31.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M09	September	32.7
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M08	August	32.6
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M07	July	33.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M06	June	33.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M05	May	32.6
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M04	April	33.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M03	March	31.7
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M02	February	31.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2010	M01	January	31.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M12	December	31.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M11	November	32.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M10	October	31.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M09	September	31.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M08	August	32.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M07	July	32.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M06	June	33.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M05	May	34.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M04	April	34.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M03	March	34.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M02	February	34.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2009	M01	January	34.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M12	December	34.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M11	November	33.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M10	October	33.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M09	September	33.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M08	August	33.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M07	July	33.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M06	June	33.8
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M05	May	33.3
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M04	April	32.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M03	March	33.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M02	February	32.7
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2008	M01	January	32.7
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M12	December	32.1
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M11	November	32.5
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M10	October	32.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M09	September	32.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M08	August	33.0
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M07	July	33.9
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M06	June	34.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M05	May	34.2
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M04	April	34.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M03	March	33.6
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M02	February	33.4
SMU48417003000000006	Texas	San Antonio-New Braunfels, TX	2007	M01	January	33.3
